type,title,rating,duration,listed_in,IMDb,c0,c1,c2,c3,c4,c5,c6
Movie,the adventures of ichabod and mr. toad,G,69 min,"Action, Adventure, Animation, Anthology",6.9,bing crosby,basil rathbone,eric blore,pat o'malley,john ployardt,colin campbell,
Movie,"the chronicles of narnia: the lion, the witch and the wardrobe",PG,147 min,"Action, Adventure, Family, Fantasy",6.9,georgie henley,skandar keynes,william moseley,anna popplewell,tilda swinton,james mcavoy,
Movie,the rescuers,G,78 min,"Action, Adventure, Animation, Comedy",6.9,bob newhart,eva gabor,geraldine page,joe flynn,jeanette nolan,pat buttram,
Movie,the sign of zorro,G,90 min,"Action, Adventure, Drama, Family",6.9,guy williams,george lewis,gene sheldon,henry calvin,tony russo,john dehner,
Movie,treasure island,PG,96 min,"Action, Adventure, Family",6.9,bobby driscoll,robert newton,basil sydney,walter fitzgerald,denis o'dea,finlay currie,
Movie,tugboat mickey,TV_G,8 min,"Animation, Comedy, Family",6.9,walt disney,clarence nash,pinto colvig,,,,
Movie,white fang,PG,109 min,"Action, Adventure, Animals_Nature, Drama",6.9,klaus brandauer,ethan hawke,seymour cassel,james remar,susan hogan,suzanne kent,
TV Show,wizards of waverly place,TV_G,4 Seasons,"Comedy, ComingOfAge, Fantasy",6.9,selena gomez,david henrie,jake austin,jennifer stone,maria canals_barrera,david deluise,
Movie,ice age: dawn of the dinosaurs,PG,97 min,"Animation, Comedy, Family",6.9,ray romano,john leguizamo,denis leary,simon pegg,seann william scott,josh peck,
Movie,ciao alberto,TV_PG,8 min,"Animation, Comedy, Family",6.8,jack dylan grazer,marco barricelli,,,,,
Movie,frozen fever,G,11 min,"Animation, Family, Fantasy",6.8,kristen bell,idina menzel,jonathan groff,josh gad,santino fontana,chris williams,
Movie,prep & landing: operation secret santa,TV_G,8 min,"Animation, Family, Fantasy",6.8,betty white,dave foley,derek richardson,sarah chalke,w. morgan sheppard,,
Movie,lost cities with albert lin: the great flood,TV_PG,44 min,"Documentary, Historical",6.8,dr. albert yu_min lin,,,,,,
TV Show,apollo: back to the moon,TV_PG,1 Season,"Docuseries, Historical",6.8,bill anders,jack clemons,fred haise,glynn lunney,jay barbree,brad vinikow,
Movie,dan in real life,PG_13,99 min,"Comedy, Drama, Romance",6.8,steve carell,juliette binoche,dane cook,john mahoney,emily blunt,alison pill,
TV Show,disney presents goofy in how to stay at home,TV_G,1 Season,"Animation, Comedy, Family",6.8,bill farmer,corey burton,,,,,
Movie,ice age: the meltdown,PG,94 min,"Animation, Comedy, Family",6.8,ray romano,john leguizamo,denis leary,seann william scott,josh peck,queen latifah,
Movie,shark vs. surfer,TV_14,44 min,"Animals_Nature, Documentary",6.8,billy lloyd,,,,,,
Movie,cesar millan: the real story,TV_PG,45 min,"Biographical, Documentary",6.8,cesar millan,,,,,,
Movie,dr. seuss' horton hears a who!,G,88 min,"Animation, Comedy, Family",6.8,jim carrey,steve carell,will arnett,seth rogen,isla fisher,amy poehler,
Movie,great shark chow down,TV_PG,45 min,"Animals_Nature, Documentary",6.8,dan nachtrab,,,,,,
Movie,safety,PG,123 min,"Biographical, Drama, Sports",6.8,jay reeves,thaddeus j. mixson,corinne foxx,matthew glave,james badge dale,hunter sansone,
Movie,home alone 2: lost in new york,PG,121 min,"Comedy, Family",6.8,macaulay culkin,joe pesci,daniel stern,john heard,devin ratray,catherine o'hara,
Movie,disney's a christmas carol,PG,97 min,"Animation, Fantasy",6.8,jim carrey,gary oldman,colin firth,bob hoskins,robin penn,cary elwes,
Movie,once upon a snowman,TV_PG,12 min,"Animation, Comedy, ComingOfAge",6.8,josh gad,idina menzel,kristen bell,jonathan groff,chris williams,,
TV Show,king fishers,TV_PG,1 Season,"Action, Adventure, Animals_Nature, Docuseries",6.8,stephen mangan,,,,,,
TV Show,buried secrets of the bible with albert lin,TV_PG,1 Season,"Action, Adventure, Docuseries, Historical",6.8,albert lin,,,,,,
Movie,penguins: life on the edge,G,78 min,"Animals_Nature, Documentary, Family",6.8,blair underwood,,,,,,
Movie,frozen 2,PG,107 min,"Action, Adventure, Animation, Family",6.8,kristen bell,idina menzel,josh gad,jonathan groff,sterling brown,evan wood,
Movie,brother bear,G,90 min,"Action, Adventure, Animation, Family",6.8,joaquin phoenix,jeremy suarez,jason raize,rick moranis,dave thomas,d.b. sweeney,
Movie,ducktales the movie: treasure of the lost lamp,G,75 min,"Action, Adventure, Animation, Comedy",6.8,alan young,terence mcgovern,russi taylor,richard libertini,christopher lloyd,june foray,
Movie,giants of the deep blue,TV_PG,45 min,"Animals_Nature, Documentary, Family",6.8,bill graves,,,,,,
TV Show,goof troop,TV_Y7,1 Season,"Animation, Comedy, Kids",6.8,nancy cartwright,jim cummings,dana hill,rob paulson,corey burton,bill farmer,
Movie,how to fish,TV_G,7 min,"Animation, Comedy, Family",6.8,john mcleish,,,,,,
Movie,kingdom of the blue whale,TV_PG,94 min,"Animals_Nature, Documentary, Family",6.8,tom selleck,,,,,,
Movie,man among cheetahs,TV_PG,44 min,"Animals_Nature, Documentary, Family",6.8,bob poole,,,,,,
Movie,marvel studios' captain marvel,PG_13,126 min,"Action, Adventure, Sci_Fi, Superhero",6.8,brie larson,samuel jackson,ben mendelsohn,djimon hounsou,lee pace,lashana lynch,
Movie,marvel studios' thor: the dark world,PG_13,114 min,"Action, Adventure, Fantasy, Sci_Fi",6.8,chris hemsworth,natalie portman,tom hiddleston,anthony hopkins,rene russo,stellan skarsgã¥rd,
Movie,meet the robinsons,G,97 min,"Action, Adventure, Animation, Family",6.8,angela bassett,daniel hansen,jordan fry,matthew josten,john ford,dara mcgarry,
Movie,miracle at midnight,TV_14,89 min,"Drama, Historical",6.8,sam waterston,mia farrow,justin whalin,patrick malahide,benedick blythe,,
Movie,perri,G,75 min,"Animals_Nature, Documentary, Family",6.8,winston hibler,,,,,,
Movie,peter pan,G,79 min,"Action, Adventure, Animation, Family",6.8,bobby driscoll,kathryn beaumont,hans conried,bill thompson,heather angel,paul collins,
Movie,sanjay's super team,PG,7 min,"Action, Adventure, Animation, Family",6.8,brenton schraff,sunny attar,arun rao,jaquelynn herrera,,,
Movie,the reluctant dragon,G,74 min,"Animation, Comedy, Family",6.8,robert benchley,gerald mohr,alan ladd,florence gill,frances gifford,buddy pepper,
Movie,the rescuers down under,G,78 min,"Action, Adventure, Animation, Family",6.8,bob newhart,eva gabor,john candy,tristan rogers,adam ryen,wayne robson,
Movie,tinker bell and the great fairy rescue,G,80 min,"Action, Adventure, Animation, Fantasy",6.8,mae whitman,lauren mote,michael sheen,pamela adlon,lucy liu,raven_symonã©,
Movie,yellowstone cubs,TV_PG,48 min,"Animals_Nature, Comedy, Family",6.8,rex allen,,,,,,
Movie,blackbeard's ghost,G,107 min,"Comedy, Family, Fantasy",6.8,peter ustinov,dean jones,suzanne pleshette,elsa lanchester,joby baker,elliott reid,
Movie,mickey's tale of two witches,TV_Y,47 min,"Animation, Family, Fantasy",6.7,bret iwan,kaitlyn robrock,bill farmer,daniel ross,tress macneille,jim cummings,
Movie,black widow,PG_13,135 min,"Action, Adventure, Sci_Fi, Spy",6.7,scarlett johansson,florence pugh,david harbour,o_t fagbenle,rachel weisz,ray winstone,
TV Show,gigantosaurus,TV_Y,2 Seasons,"Action, Adventure, Animation, Kids",6.7,dylan schombing,ãine sunderland,nahanni mitchell,nicholas holmes,,,
Movie,stuntman,TV_14,87 min,Documentary,6.7,eddie braun,,,,,,
TV Show,when sharks attack,TV_14,7 Seasons,Reality,6.7,eric meyers,,,,,,
TV Show,disney special agent oso: three healthy steps (shorts),TV_Y,1 Season,"Action, Adventure, Animation, Kids",6.7,sean astin,meghan strange,phill lewis,amber hood,brad garrett,,
Movie,miss peregrine's home for peculiar children,PG_13,127 min,"ComingOfAge, Fantasy",6.7,eva green,asa butterfield,samuel l. jackson,judi dench,rupert everett,allison janney,
Movie,own the room,TV_14,91 min,Documentary,6.7,alondra toledo,daniela blanco,henry onyango,jason hadzikostas,santosh pandey,,
Movie,rodgers & hammerstein's cinderella,G,86 min,"Comedy, Family, Fantasy",6.7,brandy norwood,whitney houston,bernadette peters,paolo montalbã¡n,whoopi goldberg,victor garber,
Movie,expedition everest,TV_PG,45 min,"Animals_Nature, Documentary",6.7,tate donovan,,,,,,
Movie,mary poppins returns,PG,140 min,"Family, Fantasy, Musical",6.7,emily blunt,lin_manuel miranda,ben whishaw,emily mortimer,julie walters,pixie davies,
Movie,ferdinand,PG,111 min,"Action, Adventure, Animation, Comedy",6.7,jack gore,jet jurgensmeyer,nile diaz,colin h. murphy,carlos saldanha,jeremy sisto,
Movie,lost on everest,TV_14,60 min,"Animals_Nature, Documentary, Survival",6.7,tate donovan,,,,,,
TV Show,animal showdown,TV_G,1 Season,"Animals_Nature, Docuseries, Family",6.7,brian peck,,,,,,
Movie,while you were sleeping,PG,104 min,"Comedy, Drama, Romance",6.7,sandra bullock,bill pullman,peter gallagher,peter boyle,glynis johns,micole mercurio,
TV Show,doc mcstuffins,TV_Y7,5 Seasons,"Animation, Kids, Medical",6.7,kiara muhammad,jaden betts,jess harnell,kimberly brooks,lara miller,loretta devine,
Movie,water birds,TV_G,31 min,"Animals_Nature, Documentary, Family",6.7,winston hibler,,,,,,
Movie,the finest hours,PG_13,119 min,"Action, Adventure, Disaster, Drama",6.7,chris pine,casey affleck,ben foster,holliday grainger,john ortiz,kyle gallner,
Movie,lamp life,TV_G,11 min,"Animation, Comedy, Family",6.7,annie potts,jim hanks,ally maki,emily davis,,,
Movie,forky asks a question: what is reading?,TV_G,7 min,"Animation, Comedy, Family",6.7,tony hale,addison andrews,mila crespo,imani prior,jeff pidgeon,bob peterson,
Movie,drain the great lakes,TV_PG,45 min,Documentary,6.7,cham giobbi,,,,,,
TV Show,bonkers,TV_G,1 Season,"Animation, Comedy, Kids",6.7,charlie adler,corey burton,jesse corti,jim cummings,frank welker,gregg berger,
Movie,candleshoe,G,101 min,"Comedy, ComingOfAge, Crime",6.7,david niven,helen hayes,jodie foster,leo mckern,vivian pickles,veronica quilligan,
Movie,cars 3,G,103 min,"Animation, Comedy, Family",6.7,owen wilson,cristela alonzo,chris cooper,nathan fillion,larry the cable guy ,armie hammer,
Movie,decorating disney: holiday magic,TV_PG,42 min,"Documentary, Family, Reality",6.7,whoopi goldberg,sofia carson,jordan fisher,,,,
TV Show,disney's the little mermaid (series),TV_Y7,3 Seasons,"Action, Adventure, Animation, Fantasy",6.7,jodi benson,samuel wright,ken mars,edan gross,,,
Movie,don't look under the bed,TV_PG,93 min,"ComingOfAge, Fantasy",6.7,erin chambers,eric hodges ii,eric hodges,robin riker,steve valentine,jake sakson,
Movie,going to the mat,TV_G,92 min,"ComingOfAge, Sports",6.7,andrew lawrence,khleo thomas,alessandra toreson,billy brown,brenda strong,brian wimmer,
Movie,how dogs got their shapes,TV_PG,44 min,"Animals_Nature, Documentary, Family",6.7,jake robards,,,,,,
Movie,james and the giant peach,PG,81 min,"Action, Adventure, Animation, Family",6.7,miriam margolyes,joanna lumley,pete postlethwaite,paul terry,simon callow,richard dreyfuss,
TV Show,lab rats,TV_Y7,4 Seasons,"Action, Adventure, Comedy, ComingOfAge",6.7,billy unger,spencer boldman,kelli berglund,tyrel williams,hal sparks,,
Movie,mickey's rival,TV_G,9 min,"Animation, Comedy, Family",6.7,walt disney,marcelite garner,sonny dawson,,,,
Movie,mr. boogedy,TV_PG,46 min,"Comedy, Fantasy",6.7,richard masur,mimi kennedy,benjamin gregory,david faustino,kristy swanson,howard witt,
TV Show,origins: the journey of humankind,TV_14,1 Season,"Docuseries, Historical",6.7,mark monroe,jason silva,,,,,
Movie,pete's dragon,PG,106 min,"Action, Adventure, Family, Fantasy",6.7,bryce howard,oakes fegley,wes bentley,karl urban,oona laurence,isiah whitlock jr.,
Movie,pocahontas,G,85 min,"Action, Adventure, Animation, Family",6.7,irene bedard,judy kuhn,mel gibson,david ogden stiers,john kassir,russell means,
TV Show,quack pack,TV_Y,1 Season,"Action, Adventure, Animation, Comedy",6.7,tony anselmo,james avery,brian cummings,e.g. daily,jeannie elias,pamela segall,
Movie,recess: taking the 5th grade,G,63 min,"Animation, Comedy, Family",6.7,rickey collins,jason davis,myles jeffrey,ashley johnson,courtland mead,pamela adlon,
Movie,return to oz,PG,110 min,"Action, Adventure, Family, Fantasy",6.7,nicol williamson,jean marsh,piper laurie,matt clark,fairuza balk,michael sundin,
Movie,that darn cat,PG,90 min,"Animals_Nature, Comedy, Family",6.7,christina ricci,doug doug,george dzundza,peter boyle,michael mckean,bess armstrong,
Movie,that darn cat!,G,116 min,"Animals_Nature, Comedy, Family",6.7,hayley mills,dean jones,dorothy provine,roddy mcdowall,neville brand,elsa lanchester,
Movie,the absent_minded professor,G,96 min,"Comedy, Family, Sci_Fi",6.7,fred macmurray,nancy olson,keenan wynn,tommy kirk,leon ames,elliott reid,
Movie,the good dinosaur,PG,94 min,"Action, Adventure, Animation, Buddy",6.7,jeffrey wright,frances mcdormand,maleah padilla,ryan teeple,jack mcgraw,marcus scribner,
Movie,the little whirlwind,TV_Y7,9 min,"Animation, Family, Kids",6.7,walt disney,thelma boardman,,,,,
Movie,tinker bell,G,81 min,"Action, Adventure, Animation, Fantasy",6.7,mae whitman,kristin chenoweth,raven_symonã© ,lucy liu,america ferrera,jane horrocks,
Movie,tinker bell and the lost treasure,G,84 min,"Action, Adventure, Animation, Fantasy",6.7,mae whitman,jesse mccartney,jane horrocks,lucy liu,raven_symonã© ,kristin chenoweth,
Movie,tron,PG,96 min,"Action, Adventure, Family, Sci_Fi",6.7,jeff bridges,bruce boxleitner,david warner,cindy morgan,barnard hughes,dan shor,
Movie,justin morgan had a horse,TV_G,88 min,"Animals_Nature, Biographical, Drama",6.7,don murray,lana wood,r.g. armstrong,gary crosby,john smith,e.w. firestone,
Movie,bend it like beckham,PG_13,112 min,"Buddy, Comedy, ComingOfAge",6.7,parminder nagra,keira knightley,jonathan rhys_meyers,anupam kher,archie panjabi,shaznay lewis,
Movie,jungle cruise,PG_13,129 min,"Action, Adventure, Comedy, Family",6.6,dwayne johnson,emily blunt,edgar ramirez,jack whitehall,jesse plemons,paul giamatti,
Movie,limitless with chris hemsworth,TV_14,2 min,Lifestyle,6.6,chris hemsworth,,,,,,
Movie,pirates of the caribbean: on stranger tides,PG_13,140 min,"Action, Adventure, Fantasy",6.6,johnny depp,penã©lope cruz,ian mcshane,geoffrey rush,kevin r. mcnally,sam claflin,
TV Show,"mira, royal detective",TV_Y,2 Seasons,"Animation, Fantasy, Kids",6.6,leela ladnier,utkarsh ambudkar,roshni edwards,kal penn,kamran lucas,,
TV Show,disney junior t.o.t.s.,TV_Y,2 Seasons,"Animation, Buddy, Kids",6.6,vanessa williams,megan hilty,jet jurgensmeyer,christian simon,,,
TV Show,turner & hooch,TV_PG,1 Season,"Action, Adventure, Buddy, Comedy",6.6,josh peck,carra patterson,lyndsy fonseca,vanessa lengies,brandon jay mclaren,anthony ruivivar,
Movie,shark beach with chris hemsworth,TV_PG,44 min,"Animals_Nature, Documentary",6.6,chris hemsworth,,,,,,
Movie,the happiest millionaire,G,170 min,"Biographical, ComingOfAge, Family",6.6,fred macmurray,tommy steele,greer garson,geraldine page,gladys cooper,hermione baddeley,
Movie,x_men: the last stand,PG_13,105 min,"Action, Adventure, Family, Sci_Fi",6.6,hugh jackman,halle berry,ian mckellen,famke janssen,anna paquin,kelsey grammer,
TV Show,the incredible hulk,TV_Y7,2 Seasons,"Action, Adventure, Animation, Kids",6.6,neal mcdonough,john vernon,luke perry,lou ferrigno,genie francis,,
TV Show,kick buttowski: suburban daredevil,TV_Y7,2 Seasons,"Action, Adventure, Animation",6.6,charlie schlatter,matt jones,danny cooksey,,,,
TV Show,american dragon: jake long,TV_Y7,2 Seasons,"Action, Adventure, Animation, Comedy",6.6,dante basco,jeff bennett,amy bruckner,john dimaggio,charlie finn,kittie,
Movie,pompeii: secrets of the dead,TV_PG,45 min,"Documentary, Historical",6.6,maite jauregui,,,,,,
TV Show,disney junior t.o.t.s.: calling all t.o.t.s. (shorts),TV_Y,1 Season,"Animation, Kids, Music",6.6,jet jurgensmeyer,christian simon,megan hilty,,,,
TV Show,jungle animal rescue,TV_PG,1 Season,"Animals_Nature, Docuseries, Family",6.6,dan nachtrab,,,,,,
Movie,prince of persia: the sands of time,PG_13,117 min,"Action, Adventure, Fantasy",6.6,jake gyllenhaal,ben kingsley,gemma arterton,alfred molina,richard coyle,toby kebbell,
Movie,the pirate fairy,G,78 min,"Action, Adventure, Animation, Family",6.6,mae whitman,christina hendricks,tom hiddleston,lucy liu,raven_symonã© ,megan hilty,
Movie,the moon_spinners,PG,119 min,"Crime, Drama, Mystery",6.6,hayley mills,joan greenwood,michael davis,irene papas,paul stassino,eli wallach,
Movie,maleficent: mistress of evil,PG,121 min,"Action, Adventure, Family, Fantasy",6.6,angelina jolie,elle fanning,chiwetel ejiofor,sam riley,harris dickinson,ed skrein,
Movie,john carter,PG_13,134 min,"Action, Adventure, Family, Fantasy",6.6,taylor kitsch,lynn collins,samantha morton,mark strong,ciarã¡n hinds,dominic west,
Movie,bride of boogedy,TV_PG,93 min,"Action, Adventure, Family, Fantasy",6.6,richard masur,mimi kennedy,tammy lauren,david faustino,joshua rudoy,leonard frey,
Movie,the odd life of timothy green,PG,106 min,"Drama, Family, Fantasy",6.6,jennifer garner,joel edgerton,dianne wiest,cj adams,rosemarie dewitt,ron livingston,
TV Show,fairy tale weddings,TV_PG,2 Seasons,"Docuseries, Family, Lifestyle",6.6,stephen boss,allison holker,,,,,
TV Show,that's so raven,TV_G,4 Seasons,"Comedy, ComingOfAge, Fantasy",6.6,raven ,orlando brown,kyle massey,anneliese van der pol,tâ€™keyah keymã¡h,rondell sheridan,
TV Show,disney randy cunningham: 9th grade ninja,TV_Y7,2 Seasons,"Action, Adventure, Animation, Comedy",6.6,ben schwartz,andrew caldwell,tim curry,john dimaggio,kevin richardson,dave wittenberg,
Movie,forky asks a question: what is time?,TV_G,6 min,"Animation, Comedy, Family",6.6,tony hale,wallace shawn,alan oppenheimer,bob peterson,,,
Movie,annie,TV_PG,91 min,"Drama, Family, Musical",6.6,kathy bates,alan cumming,audra mcdonald,kristin chenoweth,victor garber,vic polizos,
Movie,davy crockett and the river pirates,G,81 min,"Action, Adventure, Family, Historical",6.6,fess parker,buddy ebsen,jeff york,kenneth tobey,clem bevans,irvin ashkenazy,
Movie,disney's fairy tale weddings,TV_PG,64 min,"Family, Lifestyle, Reality",6.6,ben higgins,lauren bushnell,,,,,
